Serial Number,sub_district,district,state,total_area_sq_km,estimated_population,current_green_cover_sq_km,targeted_green_cover_sq_km,greenery_deficit_sq_km,annual_mean_temp_c,annual_mean_rainfall_mm,soil_org_carbon_pct,surface_water_sq_km,population_density,greenery_deficit_pct,deficit_score,pop_density_score,priority_index,agro_eco_zone_description,forestry_trees,horticulture_plants,sustainable_cover
61,Gooty,Anantapur,Andhra Pradesh,2325.39,506595,498.15,697.62,199.47,27.88,406.02,20.99,34.18,217.8537794,0.08577916,0.257337479,0.006146514,15.68610928,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
62,Aland,Gulbarga,Karnataka,1748.83,315478,326.5,524.65,198.15,26.49,703.19,19.64,12.99,180.393749,0.113304323,0.33991297,0.005089619,20.59836297,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
63,Jaitaran,Pali,Rajasthan,1444.11,227662,241.87,433.23,191.36,25.16,668.08,15.74,2.92,157.6486556,0.132510681,0.397532044,0.00444789,24.02983823,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
64,Siwana,Barmer,Rajasthan,1815.19,257589,353.56,544.56,191,26.15,462.54,15.61,1.05,141.9074587,0.105223145,0.315669434,0.004003769,19.10031679,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
65,Fatehpur,Sikar,Rajasthan,1144.77,328469,153.79,343.43,189.64,25.18,691.69,15.94,0.03,286.9301257,0.16565773,0.496973191,0.00809543,30.14220865,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
66,Asind,Bhilwara,Rajasthan,1042.41,221819,127.77,312.72,184.95,24.51,706.37,18.29,6.7,212.7943899,0.177425389,0.532276168,0.006003768,32.1767208,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
67,Ratangarh,Churu,Rajasthan,1568.37,300145,285.86,470.51,184.65,25.43,594.06,15.68,0.04,191.3738467,0.117733698,0.353201094,0.00539941,21.40804206,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
68,Kinnaur,Kinnaur,Himachal Pradesh,614.72,4629,0.03,184.42,184.39,-6.18,523.39,37.8,9.19,7.530257678,0.299957704,0.899873113,0.000212458,54.00088511,Unclassified,N/A,N/A,General local species
69,Khambhaliya,Devbhumi Dwarka,Gujarat,1381.84,298331,234.51,414.55,180.04,26.45,771.96,17.69,94.7,215.8940254,0.130290048,0.390870144,0.006091221,23.6958575,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
70,Pavagada,Tumkur,Karnataka,1368.6,231781,231.1,410.58,179.48,26.12,366.62,21.54,8.15,169.3562765,0.131141312,0.393423937,0.004778208,23.79656453,"Very hot, arid climate. (AEZ 2: Western Plains)","Prosopis cineraria (Khejri), Acacia tortilis (Israeli Babul), Tecomella undulata (Rohida)","Ziziphus mauritiana (Ber), Punica granatum (Pomegranate), Emblica officinalis (Amla)","Cenchrus ciliaris (Dhaman grass), Lasiurus sindicus (Sewan grass), Xerophytic shrubs"
71,Gadag,Gadag,Karnataka,1091.68,365469,155.5,327.51,172.01,25.64,468.71,20.85,2.89,334.7766745,0.157564488,0.472693463,0.009445369,28.73942257,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
72,Raichur,Raichur,Karnataka,1548.2,485816,294.66,464.46,169.8,27.36,671.04,19.12,39.73,313.7940835,0.109675752,0.329027257,0.008853368,20.09577016,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
73,Gulbarga,Gulbarga,Karnataka,1752.81,809646,358.36,525.84,167.48,26.58,748,20.37,38.73,461.9131566,0.095549432,0.286648296,0.013032391,17.72019339,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
74,Achampet,Mahbubnagar,Telangana,2921.07,213834,709.7,876.32,166.62,26.43,757.95,22.65,53.4,73.20399717,0.057040742,0.171122226,0.002065373,10.34994848,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
75,Degana,Nagaur,Rajasthan,1350.05,189419,238.51,405.02,166.51,24.99,651.29,15.53,2.76,140.3051739,0.123336173,0.370008518,0.003958562,22.35885357,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
76,Anantapur,Anantapur,Andhra Pradesh,2406.46,665861,559.57,721.94,162.37,28.19,429.78,20.81,54.53,276.6973064,0.067472553,0.202417659,0.007806721,12.45732841,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
77,Rayadurg,Anantapur,Andhra Pradesh,1783.88,316622,376.53,535.16,158.63,27.21,326.1,20.8,21.38,177.4906384,0.088924143,0.266772429,0.00500771,16.20665413,"Very hot, arid climate. (AEZ 2: Western Plains)","Prosopis cineraria (Khejri), Acacia tortilis (Israeli Babul), Tecomella undulata (Rohida)","Ziziphus mauritiana (Ber), Punica granatum (Pomegranate), Emblica officinalis (Amla)","Cenchrus ciliaris (Dhaman grass), Lasiurus sindicus (Sewan grass), Xerophytic shrubs"
78,Podili,Prakasam,Andhra Pradesh,1517.03,194881,298.01,455.11,157.1,28.29,721.74,24.17,5.29,128.4621926,0.103557609,0.310672828,0.003624425,18.78534666,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
79,Molakalmuru,Chitradurga,Karnataka,736.77,135867,65.56,221.03,155.47,26.5,329.02,22.71,8.98,184.4089743,0.211015649,0.633046948,0.005202904,38.19093305,"Very hot, arid climate. (AEZ 2: Western Plains)","Prosopis cineraria (Khejri), Acacia tortilis (Israeli Babul), Tecomella undulata (Rohida)","Ziziphus mauritiana (Ber), Punica granatum (Pomegranate), Emblica officinalis (Amla)","Cenchrus ciliaris (Dhaman grass), Lasiurus sindicus (Sewan grass), Xerophytic shrubs"
80,Bhatwari,Uttarkashi,Uttarakhand,3320.45,81613,841.65,996.13,154.48,-4.02,1348.12,51.6,21.73,24.57889744,0.046523815,0.139571444,0.000693468,8.40202532,Unclassified,N/A,N/A,General local species
81,Brahmaur,Chamba,Himachal Pradesh,1668.33,36620,347.88,500.5,152.62,-0.48,1678.54,50.46,4.81,21.95009381,0.091480702,0.274442107,0.000619299,16.49129835,Unclassified,N/A,N/A,General local species
82,Dharchula,Pithoragarh,Uttarakhand,2797.49,64229,686.97,839.25,152.28,-3.38,956.59,49.7,18.41,22.95951013,0.054434511,0.163303533,0.000647778,9.824123099,Unclassified,N/A,N/A,General local species
83,Nandgaon,Nashik,Maharashtra,1098.05,351738,177.57,329.42,151.85,25.92,650,18.7,22.99,320.3296753,0.138290606,0.414871818,0.009037763,25.2538196,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
84,Ron,Gadag,Karnataka,1288.18,262941,237.03,386.46,149.43,25.99,398.77,19.64,2.32,204.1182133,0.116000869,0.348002608,0.005758979,21.11051567,"Very hot, arid climate. (AEZ 2: Western Plains)","Prosopis cineraria (Khejri), Acacia tortilis (Israeli Babul), Tecomella undulata (Rohida)","Ziziphus mauritiana (Ber), Punica granatum (Pomegranate), Emblica officinalis (Amla)","Cenchrus ciliaris (Dhaman grass), Lasiurus sindicus (Sewan grass), Xerophytic shrubs"
85,Markapur,Prakasam,Andhra Pradesh,3718.68,359762,967.88,1115.6,147.72,27.42,786.25,24.88,36.31,96.74454376,0.039723773,0.119171319,0.002729545,7.259460925,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
86,Merta,Nagaur,Rajasthan,2847.76,463520,712.18,854.33,142.15,25.16,587.43,15.64,5.12,162.7665253,0.049916426,0.149749277,0.004592285,9.168648003,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
87,Alur,Kurnool,Andhra Pradesh,1595.96,241199,338.56,478.79,140.23,27.58,471.99,20.05,7.95,151.1309807,0.087865611,0.263596832,0.004264001,15.98636994,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
88,Koilkuntla,Kurnool,Andhra Pradesh,1379.04,211455,281.89,413.71,131.82,28.96,444.97,23.22,16.29,153.3349286,0.095588235,0.286764706,0.004326183,17.37892966,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
89,Navalgund,Dharwad,Karnataka,1083.72,196253,194.92,325.11,130.19,25.81,427.11,19.1,2.22,181.0919795,0.120132507,0.36039752,0.005109318,21.82822392,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
90,Tadpatri,Anantapur,Andhra Pradesh,1741.45,328761,392.86,522.44,129.58,28.71,393.19,22.56,29.42,188.785782,0.074409257,0.22322777,0.005326391,13.60672183,"Very hot, arid climate. (AEZ 2: Western Plains)","Prosopis cineraria (Khejri), Acacia tortilis (Israeli Babul), Tecomella undulata (Rohida)","Ziziphus mauritiana (Ber), Punica granatum (Pomegranate), Emblica officinalis (Amla)","Cenchrus ciliaris (Dhaman grass), Lasiurus sindicus (Sewan grass), Xerophytic shrubs"
91,Beawar,Ajmer,Rajasthan,1485.05,550003,318.29,445.52,127.23,24.5,692.07,18.01,6.93,370.3599205,0.085673883,0.257021649,0.010449313,15.83927146,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
92,Dwarka,Devbhumi Dwarka,Gujarat,870.92,187309,136.89,261.28,124.39,26.42,606.06,21.37,180.73,215.0702705,0.142825977,0.428477931,0.00606798,25.95139508,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
93,Hungund,Bagalkot,Karnataka,1360.18,314994,288.08,408.05,119.97,26.58,387.9,19.35,23.09,231.5825847,0.088201562,0.264604685,0.006533857,16.13763538,"Very hot, arid climate. (AEZ 2: Western Plains)","Prosopis cineraria (Khejri), Acacia tortilis (Israeli Babul), Tecomella undulata (Rohida)","Ziziphus mauritiana (Ber), Punica granatum (Pomegranate), Emblica officinalis (Amla)","Cenchrus ciliaris (Dhaman grass), Lasiurus sindicus (Sewan grass), Xerophytic shrubs"
94,Rayachoti,Y.S.R.,Andhra Pradesh,2889.98,428118,747.6,866.99,119.39,27.28,655.57,24.85,47,148.1387414,0.041311705,0.123935114,0.004179578,7.603289933,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
95,Seram,Gulbarga,Karnataka,1026.49,231482,189.05,307.95,118.9,26.35,756.51,19.7,11.93,225.5082855,0.11583162,0.347494861,0.006362477,21.10419077,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
96,Muddebihal,Bijapur,Karnataka,1498.12,296358,331.22,449.44,118.22,26.71,464.74,18.67,83.58,197.8199343,0.078912237,0.23673671,0.00558128,14.4274538,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
97,Sasvad,Pune,Maharashtra,1123.08,262918,219.96,336.92,116.96,24.69,668.71,21.33,18.09,234.1044271,0.10414218,0.312426541,0.006605008,19.00979282,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
98,Bijapur,Bijapur,Karnataka,2657.26,741025,680.76,797.18,116.42,26.81,502.01,19.29,69.97,278.8680822,0.043812047,0.131436141,0.007867968,8.200887164,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
99,Shorapur,Yadgir,Karnataka,1838.02,411976,440.09,551.41,111.32,27.08,605,19.92,38.99,224.1411954,0.060565173,0.18169552,0.006323906,11.15468747,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
100,Nichar,Kinnaur,Himachal Pradesh,1130.89,24311,228.95,339.27,110.32,-3.17,1085.16,50.21,3.14,21.49722785,0.097551486,0.292654458,0.000606522,17.58352834,Unclassified,N/A,N/A,General local species
101,Chincholi,Gulbarga,Karnataka,1555.63,248118,359.24,466.69,107.45,25.95,802.98,20.15,19.78,159.4967955,0.069071694,0.207215083,0.004500033,12.61290632,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
102,Chandvad,Nashik,Maharashtra,955.24,226106,181.38,286.57,105.19,24.25,632.28,19.8,9.6,236.7007244,0.110118923,0.330356769,0.00667826,20.08853655,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
103,Malegaon,Nashik,Maharashtra,1918.91,1016028,471.07,575.67,104.6,25.78,696.31,18.68,77.69,529.4818413,0.054510113,0.163530338,0.014938769,10.40937103,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
104,Sakri,Dhule,Maharashtra,2407,523798,626.85,722.1,95.25,25.3,749.9,19.17,36.96,217.6144578,0.039572081,0.118716244,0.006139761,7.368565116,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
105,Koppal,Koppal,Karnataka,1373.05,364976,317.36,411.92,94.56,26.3,373.8,20.39,180.55,265.8140636,0.068868577,0.206605732,0.007499662,12.6963304,"Very hot, arid climate. (AEZ 2: Western Plains)","Prosopis cineraria (Khejri), Acacia tortilis (Israeli Babul), Tecomella undulata (Rohida)","Ziziphus mauritiana (Ber), Punica granatum (Pomegranate), Emblica officinalis (Amla)","Cenchrus ciliaris (Dhaman grass), Lasiurus sindicus (Sewan grass), Xerophytic shrubs"
106,Vaduj,Satara,Maharashtra,1355.51,252945,312.69,406.65,93.96,24.94,702.67,19.84,17.38,186.6050416,0.069317084,0.207951251,0.005264864,12.68766959,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
